difficulty_rating,bpm,mode,approach_rate,overall_difficulty,circle_size,hp_drain_rate,total_length,hit_length,min_cursor_speed,max_cursor_speed,avg_cursor_speed,map_length_seconds,hitobject_types_per_second_0,1,2,3,4,5,6,7,inherited_timing_points,uninherited_timing_points,bpm_changes,slider_multiplier_changes,min_slider_multiplier,max_slider_multiplier,avg_slider_multiplier,meter_changes,min_meter,max_meter,avg_meter
6.77,208,0,9.4,9.5,4.2,4.2,262,261,0.0,2525.22001241696,762.9350724043028,262.129,0.0, 2.9832639654521245, 1.1902536537353745, 0.0, 0.0, 0.7706129424825181, 0.6599803913340377, 0.0,0.28611866676331116,0.003814915556844149,0.0,0.2403396800811814,0.2,1.3000000000000003,0.8313333333333333,0.0,4,4,4.0
