difficulty_rating, bpm, mode, approach_rate, overall_difficulty, circle_size, hp_drain_rate, total_length, hit_length, min_cursor_speed, max_cursor_speed, avg_cursor_speed, map_length_seconds, hitobject_types_per_second_0, 1, 2, 3, 4, 5, 6, 7, inherited_timing_points, uninherited_timing_points, bpm_changes, slider_multiplier_changes, min_slider_multiplier, max_slider_multiplier, avg_slider_multiplier, meter_changes, min_meter, max_meter, avg_meter
9.88, 200, 0, 0, 8, 4, 5, 4, 4, 0.0, 0.0, 0.0, 3.901, 0.0, 12.304537298128686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2563445270443476, 0.0, 0.0, None, None, 0, 0.0, 4, 4, 4.0
0.35, 200, 2, 0, 0, 2, 0, 2, 1, 0.0, 0.0, 0.0, 3.901, 0.0, 12.304537298128686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2563445270443476, 0.0, 0.0, None, None, 0, 0.0, 4, 4, 4.0
0, 200, 1, 0, 8, 4, 5, 0, 0, 0.0, 0.0, 0.0, 3.901, 0.0, 12.304537298128686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2563445270443476, 0.0, 0.0, None, None, 0, 0.0, 4, 4, 4.0
0, 200, 1, 0, 8, 4, 5, 0, 0, 0.0, 0.0, 0.0, 3.901, 0.0, 12.304537298128686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2563445270443476, 0.0, 0.0, None, None, 0, 0.0, 4, 4, 4.0
5.12, 200, 0, 9.4, 8, 4, 4, 3, 3, 0.0, 0.0, 0.0, 3.901, 0.0, 12.304537298128686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2563445270443476, 0.0, 0.0, None, None, 0, 0.0, 4, 4, 4.0
0.57, 200, 0, 10, 8, 2, 5, 4, 3, 0.0, 0.0, 0.0, 3.901, 0.0, 12.304537298128686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2563445270443476, 0.0, 0.0, None, None, 0, 0.0, 4, 4, 4.0
1.12, 200, 1, 9, 9, 4, 1, 4, 3, 0.0, 0.0, 0.0, 3.901, 0.0, 12.304537298128686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2563445270443476, 0.0, 0.0, None, None, 0, 0.0, 4, 4, 4.0
6.08, 186, 0, 9.2, 7, 4.2, 5, 211, 190, 0.0, 5440.588203494178, 917.5803744601618, 208.683, 0.0, 1.7874000277933517, 0.10063110076048361, 0.0, 0.0, 2.0078300580306014, 0.22522198741632046, 0.0, 0.04791957179070648, 0.004791957179070648, 0.0, 0.03833565743256519, 0.5, 1.4999999999999993, 1.1249999999999998, 0.0, 4, 4, 4.0
2.78, 186, 0, 8, 7, 3.5, 3, 211, 190, 0.0, 5440.588203494178, 917.5803744601618, 208.683, 0.0, 1.7874000277933517, 0.10063110076048361, 0.0, 0.0, 2.0078300580306014, 0.22522198741632046, 0.0, 0.04791957179070648, 0.004791957179070648, 0.0, 0.03833565743256519, 0.5, 1.4999999999999993, 1.1249999999999998, 0.0, 4, 4, 4.0
8.29, 186, 0, 7, 7, 5, 3, 211, 197, 0.0, 5440.588203494178, 917.5803744601618, 208.683, 0.0, 1.7874000277933517, 0.10063110076048361, 0.0, 0.0, 2.0078300580306014, 0.22522198741632046, 0.0, 0.04791957179070648, 0.004791957179070648, 0.0, 0.03833565743256519, 0.5, 1.4999999999999993, 1.1249999999999998, 0.0, 4, 4, 4.0
1.86, 216, 0, 3, 3, 4, 5, 231, 196, 0.0, 2199.1336028250703, 531.1334088926043, 229.866, 0.0, 2.649369632742554, 0.7787145554366457, 0.0, 0.0, 0.30017488449792484, 0.06525540967346193, 0.0, 0.0, 0.07830649160815431, 0.034802885159179696, 0.0, None, None, 0, 0.0, 4, 4, 4.0
2.82, 216, 0, 5, 5, 4, 5, 231, 197, 0.0, 2199.1336028250703, 531.1334088926043, 229.866, 0.0, 2.649369632742554, 0.7787145554366457, 0.0, 0.0, 0.30017488449792484, 0.06525540967346193, 0.0, 0.0, 0.07830649160815431, 0.034802885159179696, 0.0, None, None, 0, 0.0, 4, 4, 4.0
8.64, 216, 0, 8, 8, 5, 7, 231, 196, 0.0, 2199.1336028250703, 531.1334088926043, 229.866, 0.0, 2.649369632742554, 0.7787145554366457, 0.0, 0.0, 0.30017488449792484, 0.06525540967346193, 0.0, 0.0, 0.07830649160815431, 0.034802885159179696, 0.0, None, None, 0, 0.0, 4, 4, 4.0
1.46, 71, 0, 4, 2, 5, 3, 257, 239, 0.0, 3764.7058823529414, 1616.4853768175742, 25.359, 0.0, 3.1546985291218106, 0.5126385109822942, 0.0, 0.0, 1.5773492645609053, 0.2366023896841358, 0.0, 0.0, 0.03943373161402263, 0.0, 0.0, None, None, 0, 0.0, 4, 4, 4.0
5.82, 141.9, 0, 8, 7, 5, 8, 257, 215, 0.0, 3764.7058823529414, 1616.4853768175742, 25.359, 0.0, 3.1546985291218106, 0.5126385109822942, 0.0, 0.0, 1.5773492645609053, 0.2366023896841358, 0.0, 0.0, 0.03943373161402263, 0.0, 0.0, None, None, 0, 0.0, 4, 4, 4.0
9.46, 292.7, 0, 10, 10, 5, 8, 26, 25, 0.0, 3764.7058823529414, 1616.4853768175742, 25.359, 0.0, 3.1546985291218106, 0.5126385109822942, 0.0, 0.0, 1.5773492645609053, 0.2366023896841358, 0.0, 0.0, 0.03943373161402263, 0.0, 0.0, None, None, 0, 0.0, 4, 4, 4.0
1.9, 186, 0, 5.5, 3, 3, 2, 205, 186, 0.0, 5440.588203494178, 917.5803744601618, 208.683, 0.0, 1.7874000277933517, 0.10063110076048361, 0.0, 0.0, 2.0078300580306014, 0.22522198741632046, 0.0, 0.04791957179070648, 0.004791957179070648, 0.0, 0.03833565743256519, 0.5, 1.4999999999999993, 1.1249999999999998, 0.0, 4, 4, 4.0
1.82, 45.5, 3, 5, 10, 10, 10, 27, 27, 0.0, 29538.46153846154, 2874.482671250353, 254.516, 0.0, 9.229282245516982, 0.0, 0.0, 0.0, 0.05107733894922127, 0.0, 0.0, 0.4557670244699744, 0.015716104292068083, 0.003929026073017021, 0.4321928680318723, 0.3000000000000003, 10.0, 1.4013793103448284, 0.0, 4, 4, 4.0
7.63, 220, 3, 5, 0, 4, 8, 123, 123, 0.0, 29538.46153846154, 2874.482671250353, 254.516, 0.0, 9.229282245516982, 0.0, 0.0, 0.0, 0.05107733894922127, 0.0, 0.0, 0.4557670244699744, 0.015716104292068083, 0.003929026073017021, 0.4321928680318723, 0.3000000000000003, 10.0, 1.4013793103448284, 0.0, 4, 4, 4.0
9.45, 220, 3, 5, 0, 4, 7, 239, 239, 0.0, 29538.46153846154, 2874.482671250353, 254.516, 0.0, 9.229282245516982, 0.0, 0.0, 0.0, 0.05107733894922127, 0.0, 0.0, 0.4557670244699744, 0.015716104292068083, 0.003929026073017021, 0.4321928680318723, 0.3000000000000003, 10.0, 1.4013793103448284, 0.0, 4, 4, 4.0
6.77, 270, 3, 5, 0, 4, 7.5, 273, 250, 0.0, 29538.46153846154, 2874.482671250353, 254.516, 0.0, 9.229282245516982, 0.0, 0.0, 0.0, 0.05107733894922127, 0.0, 0.0, 0.4557670244699744, 0.015716104292068083, 0.003929026073017021, 0.4321928680318723, 0.3000000000000003, 10.0, 1.4013793103448284, 0.0, 4, 4, 4.0
6.38, 202, 3, 5, 0, 4, 8.5, 255, 255, 0.0, 29538.46153846154, 2874.482671250353, 254.516, 0.0, 9.229282245516982, 0.0, 0.0, 0.0, 0.05107733894922127, 0.0, 0.0, 0.4557670244699744, 0.015716104292068083, 0.003929026073017021, 0.4321928680318723, 0.3000000000000003, 10.0, 1.4013793103448284, 0.0, 4, 4, 4.0
6.7, 250, 3, 5, 0, 4, 8, 125, 124, 0.0, 29538.46153846154, 2874.482671250353, 254.516, 0.0, 9.229282245516982, 0.0, 0.0, 0.0, 0.05107733894922127, 0.0, 0.0, 0.4557670244699744, 0.015716104292068083, 0.003929026073017021, 0.4321928680318723, 0.3000000000000003, 10.0, 1.4013793103448284, 0.0, 4, 4, 4.0
